N_BOLETIM,N_ENVOLVIDO,COD_SEVERIDADE,DESC_SEVERIDADE,SEXO,CINTO_SEGURANCA,EMBREAGUES,IDADE,CATEGORIA_HABILITACAO,DESCRICAO_HABILITACAO,ESPECIE_VEICULO
2019022196922001,1,3,SEMFERIMENTOS,M,SIM,NAO,42,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2019022208697001,1,3,SEMFERIMENTOS,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019022237660001,3,1,NAOFATAL,M,SIM,NAO,0,N,NAOINFORMADO,MOTOCICLETA
2019022267457001,1,1,NAOFATAL,F,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022273861001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022288989001,2,1,NAOFATAL,M,NAO,NAO,50,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022289983001,2,3,SEMFERIMENTOS,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019022291757001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022299493001,1,1,NAOFATAL,M,SIM,NAO,63,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019022301388001,2,1,NAOFATAL,M,SIM,NAO,57,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019022301804001,1,1,NAOFATAL,M,SIM,NAO,39,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019022312390001,2,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022316226001,1,1,NAOFATAL,M,SIM,NAO,67,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022316492001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014317738001,2,1,NAOFATAL,M,NAO,NAO,54,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014353378001,5,1,NAOFATAL,F,SIM,NAO,58,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019014366154001,1,1,NAOFATAL,F,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014368714001,3,1,NAOFATAL,F,NAO,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014391117001,2,1,NAOFATAL,M,SIM,NAO,58,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019014416890001,3,1,NAOFATAL,M,NAO,NAO,3,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014418700001,3,1,NAOFATAL,F,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014466947001,2,1,NAOFATAL,M,SIM,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014468002001,1,1,NAOFATAL,M,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014476548001,1,1,NAOFATAL,M,SIM,NAO,56,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014492209001,1,3,SEMFERIMENTOS,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019014493179001,2,1,NAOFATAL,M,SIM,NAO,25,N,NAOINFORMADO,MOTOCICLETA
2019014494537001,2,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014504290001,2,1,NAOFATAL,F,NAO,NAO,4,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014508307001,2,1,NAOFATAL,M,SIM,NAO,52,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014509775001,1,1,NAOFATAL,F,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017059261001,2,1,NAOFATAL,M,NAO,NAO,60,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017064656001,1,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017125746001,2,3,SEMFERIMENTOS,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017127250001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017137149001,3,1,NAOFATAL,F,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2019017156669001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017157817001,2,3,SEMFERIMENTOS,M,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2019017162010001,2,3,SEMFERIMENTOS,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017166322001,2,1,NAOFATAL,M,NAO,NAO,44,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017188770001,3,3,SEMFERIMENTOS,M,SIM,NAO,17,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017189418001,1,3,SEMFERIMENTOS,F,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019019751327001,3,1,NAOFATAL,M,SIM,NAO,29,N,NAOINFORMADO,AUTOMOVEL
2019019774560001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019019776606001,1,3,SEMFERIMENTOS,M,SIM,NAO,18,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019019796648001,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019019840035001,2,3,SEMFERIMENTOS,M,SIM,NAO,44,N,NAOINFORMADO,AUTOMOVEL
2019019857214002,2,3,SEMFERIMENTOS,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2019019876684001,2,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022317092001,1,1,NAOFATAL,M,SIM,NAO,51,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2019022320867001,3,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022325242001,2,3,SEMFERIMENTOS,F,SIM,NAO,69,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2019022338802001,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022344565001,2,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022363245001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022388355001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022405774001,1,1,NAOFATAL,M,SIM,NAO,31,AD,HABILITADONASCATEGORIASAeD,CAMINHAO
2019022405956001,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022410974001,2,1,NAOFATAL,M,NAO,NAO,14,AB,NAOSEAPLICA,BICICLETA
2019022459713001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022462589001,3,1,NAOFATAL,F,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022463542001,2,1,NAOFATAL,M,NAO,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022468586001,2,1,NAOFATAL,F,NAO,NAO,77,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022472409002,2,1,NAOFATAL,F,NAO,NAO,51,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022474451001,2,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019022479887001,1,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014526064001,2,1,NAOFATAL,F,NAO,NAO,42,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014534569001,4,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,CAMINHAO
2019014537612001,1,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014551870001,2,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014553041001,2,1,NAOFATAL,M,NAO,NAO,3,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014561609001,2,3,SEMFERIMENTOS,M,SIM,NAO,60,N,NAOINFORMADO,AUTOMOVEL
2019014561624001,1,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014613544001,2,1,NAOFATAL,M,NAO,NAOINFORMADO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014614341001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014632763001,2,1,NAOFATAL,M,SIM,NAO,50,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014637922001,1,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017201693001,2,3,SEMFERIMENTOS,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017228720001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017239129001,1,1,NAOFATAL,M,SIM,SIM,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017249109002,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017273390001,2,3,SEMFERIMENTOS,M,SIM,NAO,36,AD,HABILITADONASCATEGORIASAeD,CAMINHONETE
2019017276534001,3,1,NAOFATAL,F,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017280664001,1,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017281929001,2,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017290419001,1,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017296535001,1,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2019017296758001,2,3,SEMFERIMENTOS,M,SIM,NAO,22,IN,INABILITADO,AUTOMOVEL
2019017306783001,2,1,NAOFATAL,M,SIM,NAO,25,N,NAOINFORMADO,MOTOCICLETA
2019017323975001,2,1,NAOFATAL,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017327553001,1,1,NAOFATAL,M,SIM,SIM,46,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2019017331289001,2,1,NAOFATAL,F,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017333901001,2,1,NAOFATAL,M,NAO,NAO,16,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017371083001,1,3,SEMFERIMENTOS,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019019886307001,3,1,NAOFATAL,M,NAO,NAO,48,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019019916935001,2,0,NAOINFORMADO,0,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2019019958951001,1,1,NAOFATAL,M,SIM,NAO,64,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019019968684001,2,1,NAOFATAL,M,SIM,NAO,20,N,NAOINFORMADO,AUTOMOVEL
2019019974051001,2,3,SEMFERIMENTOS,M,SIM,NAO,27,AD,HABILITADONASCATEGORIASAeD,ONIBUS
2019019977190001,2,1,NAOFATAL,M,NAO,NAO,34,AB,NAOSEAPLICA,BICICLETA
2019019992160001,1,1,NAOFATAL,M,SIM,NAO,59,AB,HABILITADONASCATEGORIASAeB,MOTONETA
2019020019897001,1,2,FATAL,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020035454001,2,1,NAOFATAL,F,SIM,NAO,45,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019020037663001,2,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020040234001,2,3,SEMFERIMENTOS,M,SIM,NAO,55,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023029342001,2,1,NAOFATAL,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023042040001,1,1,NAOFATAL,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023068205001,2,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023070561001,2,3,SEMFERIMENTOS,F,SIM,NAO,36,N,NAOINFORMADO,AUTOMOVEL
2019023074111001,2,1,NAOFATAL,M,SIM,NAO,81,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019023093841001,1,1,NAOFATAL,M,SIM,NAO,43,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023128855001,1,1,NAOFATAL,M,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023132117001,1,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023134185001,2,1,NAOFATAL,M,SIM,NAO,48,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019023138638001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023143812001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023146725001,4,1,NAOFATAL,M,SIM,NAO,85,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023172279001,2,1,NAOFATAL,M,NAO,NAO,49,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014676895001,2,1,NAOFATAL,M,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014697784002,2,1,NAOFATAL,M,NAO,SIM,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014700570001,2,1,NAOFATAL,M,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014715719001,2,1,NAOFATAL,F,NAO,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014722106001,2,3,SEMFERIMENTOS,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,AUTOMOVEL
2019014752340001,2,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014782700001,2,1,NAOFATAL,M,SIM,NAO,32,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019014822810001,1,1,NAOFATAL,M,SIM,NAO,39,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014828376001,1,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019014831523001,1,1,NAOFATAL,M,SIM,NAO,30,N,NAOINFORMADO,AUTOMOVEL
2019014877877001,3,1,NAOFATAL,F,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019014890010001,2,1,NAOFATAL,M,NAO,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014908579001,1,2,FATAL,M,SIM,NAO,27,IN,INABILITADO,MOTOCICLETA
2019017393475001,2,3,SEMFERIMENTOS,F,SIM,NAO,33,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017398478001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017398922001,2,3,SEMFERIMENTOS,F,SIM,NAO,31,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017407141001,1,3,SEMFERIMENTOS,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017409993001,2,1,NAOFATAL,M,SIM,NAO,30,N,NAOINFORMADO,MOTOCICLETA
2019017418590001,2,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017428567001,2,1,NAOFATAL,M,SIM,NAO,37,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017455795001,2,1,NAOFATAL,F,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017467081001,1,1,NAOFATAL,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017474027001,2,1,NAOFATAL,M,NAO,NAO,36,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017492213001,2,3,SEMFERIMENTOS,F,NAO,NAO,52,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017499020001,1,1,NAOFATAL,M,SIM,NAO,22,N,NAOINFORMADO,AUTOMOVEL
2019017502894001,2,3,SEMFERIMENTOS,M,SIM,NAO,58,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017514713001,3,1,NAOFATAL,M,SIM,NAO,35,N,NAOINFORMADO,MOTOCICLETA
2019017519127001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017528009001,2,1,NAOFATAL,M,SIM,NAO,16,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017535314001,2,1,NAOFATAL,F,NAO,NAO,44,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020042822001,3,1,NAOFATAL,F,SIM,NAO,76,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019020043030001,1,1,NAOFATAL,M,NAO,NAO,73,AB,HABILITADONASCATEGORIASAeB,CAMINHAO
2019020051009001,2,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020057112001,2,1,NAOFATAL,F,NAO,NAO,60,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020058082001,1,1,NAOFATAL,M,SIM,NAO,27,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020084247001,1,3,SEMFERIMENTOS,M,SIM,NAO,35,AD,HABILITADONASCATEGORIASAeD,AUTOMOVEL
2019020102604001,2,1,NAOFATAL,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,MOTOCICLETA
2019020109829001,2,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020111570001,1,3,SEMFERIMENTOS,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019020116993001,3,1,NAOFATAL,F,SIM,NAO,38,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020136518001,1,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020142017001,2,1,NAOFATAL,M,SIM,NAO,50,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020153452001,2,1,NAOFATAL,F,NAO,NAO,10,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020164086001,2,3,SEMFERIMENTOS,M,SIM,NAO,65,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023304322001,1,1,NAOFATAL,F,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023325146001,2,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023334961001,2,1,NAOFATAL,M,SIM,NAO,44,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023343690001,3,1,NAOFATAL,F,SIM,NAO,49,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023344562001,2,1,NAOFATAL,M,SIM,NAO,37,N,NAOINFORMADO,AUTOMOVEL
2019023357637001,2,1,NAOFATAL,M,NAO,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023369384001,1,3,SEMFERIMENTOS,F,SIM,NAO,36,IN,INABILITADO,AUTOMOVEL
2019023402661001,2,1,NAOFATAL,M,NAO,SIM,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023403653001,2,1,NAOFATAL,F,NAO,NAO,13,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023424189001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023427806001,2,1,NAOFATAL,F,NAO,NAO,6,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023436008001,1,1,NAOFATAL,M,SIM,NAO,42,N,NAOINFORMADO,MOTOCICLETA
2019023468618001,1,1,NAOFATAL,M,SIM,NAO,38,N,NAOINFORMADO,AUTOMOVEL
2019023474292001,1,1,NAOFATAL,M,SIM,NAO,42,AE,HABILITADONASCATEGORIASAeE,MOTOCICLETA
2019023484389001,1,1,NAOFATAL,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023489864001,1,2,FATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023491036001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019023496706001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019023507476001,2,1,NAOFATAL,M,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014913515001,2,1,NAOFATAL,M,NAO,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014942482001,1,1,NAOFATAL,F,SIM,NAO,23,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014947093001,3,1,NAOFATAL,M,SIM,NAO,20,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014948752001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014949220001,1,1,NAOFATAL,M,SIM,NAO,35,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019014950385001,2,1,NAOFATAL,M,SIM,NAO,20,IN,INABILITADO,MOTOCICLETA
2019014955663001,2,3,SEMFERIMENTOS,M,SIM,NAO,62,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019014994660001,4,0,NAOINFORMADO,F,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019015003704001,2,3,SEMFERIMENTOS,M,SIM,NAO,41,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019015005469001,2,1,NAOFATAL,M,SIM,NAO,46,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019015005666001,2,1,NAOFATAL,M,NAO,NAOINFORMADO,0,N,NAOINFORMADO,MOTOCICLETA
2019015012790001,1,1,NAOFATAL,M,SIM,NAO,53,AE,HABILITADONASCATEGORIASAeE,MOTOCICLETA
2019015016982001,2,1,NAOFATAL,M,SIM,NAO,30,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019015039554001,1,1,NAOFATAL,M,SIM,NAO,22,N,NAOINFORMADO,MOTOCICLETA
2019015049101001,2,1,NAOFATAL,F,SIM,NAO,42,AB,HABILITADONASCATEGORIASAeB,ONIBUS
2019015050961001,1,1,NAOFATAL,M,SIM,NAO,27,N,NAOINFORMADO,MOTOCICLETA
2019015053636001,1,1,NAOFATAL,M,SIM,NAO,41,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019017536137001,2,1,NAOFATAL,M,SIM,NAO,32,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017540295001,2,1,NAOFATAL,M,SIM,NAO,48,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017545859001,1,3,SEMFERIMENTOS,M,SIM,NAO,74,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017547440001,1,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017573778001,1,1,NAOFATAL,M,SIM,NAO,34,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017582515001,1,3,SEMFERIMENTOS,M,SIM,NAO,24,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017595765001,1,1,NAOFATAL,M,SIM,NAO,54,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017600130001,2,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017623043001,1,1,NAOFATAL,M,SIM,NAO,46,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019017641478001,2,3,SEMFERIMENTOS,M,SIM,NAO,49,AD,HABILITADONASCATEGORIASAeD,CAMINHAO
2019017649800001,1,3,SEMFERIMENTOS,M,SIM,NAO,38,AD,HABILITADONASCATEGORIASAeD,ONIBUS
2019017651341001,1,1,NAOFATAL,M,SIM,NAO,29,AC,HABILITADONASCATEGORIASAeC,MOTOCICLETA
2019017674766001,2,1,NAOFATAL,M,SIM,NAO,28,N,NAOINFORMADO,MOTOCICLETA
2019017679888001,2,3,SEMFERIMENTOS,M,SIM,NAO,19,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017689500001,1,1,NAOFATAL,M,SIM,NAO,36,AB,HABILITADONASCATEGORIASAeB,AUTOMOVEL
2019017712024001,2,1,NAOFATAL,M,SIM,NAO,21,AD,HABILITADONASCATEGORIASAeD,MOTOCICLETA
2019020171047001,2,3,SEMFERIMENTOS,M,SIM,NAO,40,AC,HABILITADONASCATEGORIASAeC,AUTOMOVEL
2019020197283001,1,1,NAOFATAL,M,SIM,NAO,26,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020224197001,1,1,NAOFATAL,M,SIM,NAO,25,AB,HABILITADONASCATEGORIASAeB,CAMINHONETE
2019020228834001,2,1,NAOFATAL,M,NAO,NAO,27,AB,NAOSEAPLICA,BICICLETA
2019020257836001,1,1,NAOFATAL,M,SIM,NAO,22,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020316457001,2,1,NAOFATAL,M,NAO,NAO,45,AB,NAOSEAPLICA,BICICLETA
2019020323719001,2,3,SEMFERIMENTOS,M,SIM,NAO,70,N,NAOINFORMADO,AUTOMOVEL
2019020343904001,2,1,NAOFATAL,M,SIM,SIM,59,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020345383001,2,1,NAOFATAL,M,SIM,NAO,51,AC,HABILITADONASCATEGORIASAeC,MOTOCICLETA
2019020378628001,1,1,NAOFATAL,M,SIM,NAO,28,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020383191001,2,1,NAOFATAL,M,SIM,NAO,21,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020384913001,1,1,NAOFATAL,M,SIM,NAO,40,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
2019020389446001,2,1,NAOFATAL,M,SIM,NAO,29,AB,HABILITADONASCATEGORIASAeB,MOTOCICLETA
